,Acanthurus Acanthurus albimento,Acanthurus Acanthurus albipectoralis,Acanthurus Acanthurus bariene,Acanthurus Acanthurus blochii,Acanthurus Acanthurus chirurgus,Acanthurus Acanthurus chronixis,Acanthurus Acanthurus dussumieri,Acanthurus Acanthurus fowleri,Acanthurus Acanthurus gahhm,Acanthurus Acanthurus grammoptilus,Acanthurus Acanthurus guttatus,Acanthurus Acanthurus japonicus,Acanthurus Acanthurus leucocheilus,Acanthurus Acanthurus leucosternon,Acanthurus Acanthurus lineatus,Acanthurus Acanthurus maculiceps,Acanthurus Acanthurus mata,Acanthurus Acanthurus monroviae,Acanthurus Acanthurus nigricans,Acanthurus Acanthurus nigricauda,Acanthurus Acanthurus nigrofuscus,Acanthurus Acanthurus nubilus,Acanthurus Acanthurus olivaceus,Acanthurus Acanthurus pyroferus,Acanthurus Acanthurus sohal,Acanthurus Acanthurus tennentii,Acanthurus Acanthurus tractus,Acanthurus Acanthurus tristis,Acanthurus Acanthurus_achilles,Acanthurus Acanthurus_triostegus,Acanthurus Acanthurus_xanthopterus,Ctenochaetus Ctenochaetus binotatus,Ctenochaetus Ctenochaetus cyanocheilus,Ctenochaetus Ctenochaetus flavicauda,Ctenochaetus Ctenochaetus hawaiiensis,Ctenochaetus Ctenochaetus marginatus,Ctenochaetus Ctenochaetus striatus,Ctenochaetus Ctenochaetus strigosus,Ctenochaetus Ctenochaetus truncatus,Naso Naso annulatus,Naso Naso brachycentron,Naso Naso brevirostris,Naso Naso caesius,Naso Naso fageni,Naso Naso hexacanthus,Naso Naso lituratus,Naso Naso maculatus,Naso Naso minor,Naso Naso tergus,Naso Naso tonganus,Naso Naso tuberosus,Naso Naso unicornis,Naso Naso vlamingii,Paracanthurus Paracanthurus_hepatus,Prionurus Prionurus chrysurus,Prionurus Prionurus laticlavius,Prionurus Prionurus microlepidotus,Zebrasoma Zebrasoma desjardinii,Zebrasoma Zebrasoma flavescens,Zebrasoma Zebrasoma gemmatum,Zebrasoma Zebrasoma scopas,Zebrasoma Zebrasoma veliferum,Zebrasoma Zebrasoma xanthurum
Acanthurus Acanthurus nigricauda,5.672319224621539,5.169549178083142,7.058599834895835,5.791586348347448,7.0313808675289815,11.122177133760971,6.010240167335218,7.877247284819627,11.293428386551547,6.660380224776925,5.378618976570909,10.273255312480286,6.3867365679151655,10.738308545414833,8.45711889269136,7.575630298445398,7.442224459496065,8.415068002408011,7.4557958339324975,0.0,6.127930063023048,9.129850995106565,4.681167197148009,10.404012826428175,9.437432081922262,7.055148686164467,10.047636795989652,7.598867674908661,12.395242163046058,5.438856788502614,6.8526068566391745,7.688074324081317,6.838742801101346,11.742439733099246,6.868141837678402,11.26017359934764,9.944377937465282,10.419553978855763,10.153411496842915,7.60375167813642,8.01392032386694,6.930914275675684,10.701546309810933,8.712453012892162,7.6598215711519915,10.457606600984457,6.280467634281931,7.9703426611683525,7.515889655301944,7.962174899866255,6.130357876407153,8.038873880312249,10.064916698596425,11.950061916867698,5.691262385038506,6.111591044757443,10.14073486591458,7.265906624876897,10.8555117047576,14.067642862693177,8.591903025458365,4.6228609777557725,12.213695519717708
Acanthurus Acanthurus nigrofuscus,7.2637526076270555,6.569130759721457,7.432563758957459,6.524593481837845,7.951979303997959,11.262854928226101,7.1446614679885485,7.365299499189446,11.89391786307835,8.657579319863254,6.231811448995683,9.741436659671281,7.937103803519712,11.157720097732271,8.166637171735912,4.840260116197177,7.486513088383857,8.420437838853942,7.921958101053525,6.127930063023048,0.0,7.333564447343055,5.490941545307763,10.86529811965123,9.392013048334066,8.391389686586269,9.586230838387936,8.132471913036618,12.500641757310285,6.504481969945677,6.946327117767307,8.059746194701807,5.409556314803164,10.54876271886332,6.064317547057878,11.700694978880529,10.688998104888695,9.793166608558522,10.140223128323255,8.727623200753087,7.660987056165263,6.5354054277893,10.833877780363679,9.282382861132533,8.937042305332392,10.851764405502548,5.4083996202653415,8.51801007084012,8.159647722059669,8.927070152986868,6.508097492453716,9.463695917718104,10.270266048457502,12.484946658118606,8.719928493879586,8.165166399813018,10.285075446670529,7.898905754611637,12.65769981054028,13.553226679862258,8.835416290229007,5.822347545964396,12.540072803255503
Acanthurus Acanthurus nubilus,8.419455777136847,8.219807890492445,6.936203366645882,6.452664456483043,7.7720692742921,9.634123392905146,7.4885581528189,7.60249053183855,7.732548635696666,9.499470437974585,8.034773055039446,10.578136134245478,8.824607036985956,8.45597446002171,7.301225303467047,4.479605396492487,5.8175703885775905,8.090110544482453,10.060767780521681,9.129850995106565,7.333564447343055,0.0,7.829468013882168,9.5168245330146,9.879751898191845,8.199940425799188,6.8371876098963265,7.706721934852939,10.311887085034154,8.756451388411636,7.6290168695996,6.661138511971196,7.732546727765766,10.768725990806693,6.132963679582741,6.438530432754643,8.747596288313105,10.38257237349822,9.397752416688592,7.479234251598846,5.54387152484808,4.420802171964567,7.640193351223092,7.39997020057584,8.664258873757253,9.172928491181366,7.37197132663086,8.708667601282313,7.183077686525162,7.216158952433174,6.678875271644692,9.890040915571536,5.6648004592579,10.08755966898382,9.569146493606597,7.347484511063645,6.699442750401994,6.834696949746395,11.919214712581487,13.317817040475441,8.991681908171762,7.5382020937990415,10.832234832177065
Acanthurus Acanthurus olivaceus,5.870042049090972,4.087680605306775,5.986773939023606,4.650185628715991,6.636673073548956,10.868093632230824,6.282968250048851,7.191881845936797,10.51996378983344,5.627863095026362,4.716462473713074,8.898978909944399,5.439543749830333,9.390612540123085,7.461930419712409,5.845714526777673,6.383037002888952,6.601024085514396,6.653482109554775,4.681167197148009,5.490941545307763,7.829468013882168,0.0,11.242185061545912,8.46109296924226,5.911536002194534,8.882241145867019,7.367524540159082,10.812768895777554,5.883452067544338,6.815023441158672,6.36111251321046,6.1410385957924145,10.917738503475258,4.734112248483278,10.024441707766341,8.36868689874995,9.740834945209073,9.638904345300698,7.054206952520874,6.792310429384018,5.429769090046959,10.047130695127688,8.611353586399797,6.512065002236431,8.203347324239601,6.461360451289927,6.440986763496738,7.41405509673408,8.196565930368537,4.69178552410612,7.142299790177898,9.252483866820315,11.275032221946367,6.219840918010273,6.365324908056172,9.679716982283772,5.762694919599246,12.908113278104704,12.215120095660593,7.7152496751100745,3.0452980997633485,10.807977988766954
Acanthurus Acanthurus pyroferus,10.322955170500158,10.334966836280485,8.412428699296706,9.579197500352251,9.112828346525014,8.861975522860508,7.445630665820168,9.573155092249156,10.752901475228466,11.146023576102955,9.373916750569462,12.476337756565473,10.540571383250988,10.769109787766196,8.353592746053716,10.629447131521399,9.282505975326414,10.263367824642602,11.76476411850962,10.404012826428175,10.86529811965123,9.5168245330146,11.242185061545912,0.0,11.722956666609926,9.98685517199337,11.32191553605282,6.78398352036803,12.57996058607973,10.881511521653822,8.732213152340071,9.896872151972977,10.138504760534534,13.110154640664152,10.678046336831992,11.35662704144779,11.979425769094737,12.183189286346408,10.627262663020412,11.07193492821657,11.243833205444462,9.762694359930487,11.774453945223954,10.64071553134088,10.047672938009796,12.27124702882158,11.158153798651758,11.273149422468554,10.647508734725287,10.573427876298936,10.711770650152198,11.99067419102023,9.396280255644518,9.276473389043328,9.745262771368171,9.118952799150478,10.605288746062163,9.122825310008162,8.545527005061272,15.821336425032591,10.521357416367154,10.584150787819683,13.154916930312119
Acanthurus Acanthurus sohal,8.024776085226488,8.312928354509037,7.667742697043919,7.301154771464563,7.203682345132895,10.170841919357885,7.744634013429743,7.835853485814807,10.840762625174232,6.650531784138922,7.573016490859952,6.871856109580485,4.830189125842713,9.680505295888805,7.120237284603885,10.381640736247494,7.4038182819967675,5.165476515714276,6.89048550361821,9.437432081922262,9.392013048334066,9.879751898191845,8.46109296924226,11.722956666609926,0.0,8.121524947143726,10.21412440280378,9.126527813334693,9.884373246739258,8.061044831828685,7.299757163099454,8.44425398534523,10.713878646827295,7.92009147553206,9.808393492131152,11.062035140916995,9.36046277089302,4.664430530242723,8.370144544775194,7.411174962682698,8.85680420702964,7.715454448248271,10.181140057779098,10.37837694592476,5.862563790050044,9.829157668399553,10.458043150792236,6.280931281340737,9.781856700071213,9.265030131145522,8.21084358472417,7.347570956842077,9.49889811527128,11.110735098647933,8.375843721693428,7.433607495478322,9.95977643479014,7.1805887693341495,13.499422106977548,9.231512268047075,6.690345049795024,8.51398432470843,11.439296474187143
Acanthurus Acanthurus tennentii,6.1418274402815545,6.610359823175172,5.097505457010532,5.0982788686063385,3.9132103605293693,9.055738304510003,4.654748936044203,5.4436937303899775,8.86409553173968,4.220575605195837,4.936535723793108,7.160787700211564,5.686093209696069,8.471594184952721,5.558947455027628,7.423592115361428,4.639368351041218,6.282940599380935,7.23741380484349,7.055148686164467,8.391389686586269,8.199940425799188,5.911536002194534,9.98685517199337,8.121524947143726,0.0,7.658365723214025,5.271812281701681,10.712166742369035,6.292609620990755,5.75976084976628,3.8986254766867363,7.665596211196766,9.448619939282557,6.461327986417512,9.588619319302278,6.766355428542833,8.691747178780279,8.703589507831978,8.037511702656321,7.76704095263972,6.65521849492125,9.208103345586014,7.96138873257335,6.235775558684877,7.056687137966442,9.408319039989046,5.667002822327914,6.8558186123499345,7.366414799607539,6.145688973030222,8.113171945533153,7.918717614291545,10.34354161144321,6.161752250939091,5.807188928266724,8.629828075737072,4.354559969779003,12.635923641128402,11.924047563747283,6.1405103511241315,5.159842270543897,10.358583443313254
Acanthurus Acanthurus tractus,9.296342796655415,9.521227164645383,8.235820537641885,8.282091641628126,8.13351321095442,11.377462162723127,8.225148307962126,8.046477091093797,9.805875445438062,9.383192037729307,8.133945577341704,9.434581449218847,8.91841231189178,10.65867832871855,7.602732955720481,7.106071038308323,6.8533437898568055,8.911876555905632,9.735467347374835,10.047636795989652,9.586230838387936,6.8371876098963265,8.882241145867019,11.32191553605282,10.21412440280378,7.658365723214025,0.0,7.866489570501198,12.055224483919488,9.437107104443967,8.463993392943072,6.097498328205029,8.260181221886574,10.523010429809874,7.199846732292253,8.843490601143499,8.340303437825936,10.586169946636433,10.634812635167055,8.948635182164024,5.842735904178858,7.0406832994909045,8.41672363807459,6.999665436440669,8.776490663576539,8.189505202887013,10.363512438573851,9.119859029656759,6.40147353511678,6.944768437064009,7.752010104366428,10.41820785836866,8.315412253528917,11.85218074778881,9.587460300154028,8.558162962545934,5.087656134320414,7.44479315998498,13.489519722428192,13.07275472528422,9.15778400298861,8.084324328912999,11.356932129507461
Acanthurus Acanthurus tristis,8.36882856305936,6.914598372178937,4.62580137456237,6.936924799711706,5.989324876067091,7.46970771729153,4.031457933512109,5.091493502682417,9.576090920202285,7.44000418203594,4.927857969295171,8.46599655539219,7.360511561816546,9.656490533294487,5.6185788442140785,7.467161570029472,6.138018448112339,7.986999467894683,8.603521034799503,7.598867674908661,8.132471913036618,7.706721934852939,7.367524540159082,6.78398352036803,9.126527813334693,5.271812281701681,7.866489570501198,0.0,10.892861356263175,8.08245314498784,5.7667659752390295,5.3335441691449,5.817579716817282,10.303600571502578,6.091430961312578,9.534316496441669,8.83821229382939,9.546235401068438,7.847046084732612,9.148294209843955,8.531890679440567,7.297344406269784,9.926487191097145,8.834661913303254,6.854794599547224,8.685642714882512,9.031173688481772,7.71875733070756,8.11932727050722,8.724192050207165,7.605844295084822,9.788813113660689,8.222538512055444,11.102278017902119,5.607715055506319,6.842461203090798,8.690618131910105,6.138948632744209,11.080491586758269,12.76341335561507,6.007935697254533,6.7907619672788,10.70906771379906
Acanthurus Acanthurus_achilles,10.549205977939803,11.264065691018692,9.207241353972414,10.341041167421889,10.438256697494795,10.72789516452003,10.314185307002564,10.981270360660348,9.745130143717796,10.220651167602377,10.30139867134112,9.931800649760508,9.23060888415178,8.40037437448881,8.522012195780734,11.741455596335589,9.251939374120752,8.979222035945307,10.278170466343472,12.395242163046058,12.500641757310285,10.311887085034154,10.812768895777554,12.57996058607973,9.884373246739258,10.712166742369035,12.055224483919488,10.892861356263175,0.0,11.495709995467575,10.815208656379344,10.236633644924352,12.916976370007411,12.098167127645,11.399399095345167,9.417748689603776,10.031455926379278,11.1171903384444,10.471822142345417,10.846611892099995,11.391892571171345,10.204759924140472,10.813864177763312,12.65402058544304,8.521704602968223,8.803075239882116,12.93706235596339,9.145686555506938,12.313347191191589,11.593974897720638,11.20950686060426,8.14658466074595,9.548868345759406,10.492382365840795,11.713645516297774,10.313241916058194,11.51865910989247,9.138125262056018,13.906134176811651,9.961321395608932,10.882647597742011,11.107976905558912,8.487589971780956
Acanthurus Acanthurus_triostegus,4.832890094312579,7.611146426342357,7.259489690981331,5.043422613936248,4.303260949365384,11.001672466892682,5.866936903735015,7.275678629928691,10.617422523095778,4.7415052662105905,5.67806676000745,8.529838233524345,5.684741006109636,9.623747371989761,6.919069508480284,7.965461303256271,6.2430003103528176,7.280696381210689,6.95232086510941,5.438856788502614,6.504481969945677,8.756451388411636,5.883452067544338,10.881511521653822,8.061044831828685,6.292609620990755,9.437107104443967,8.08245314498784,11.495709995467575,0.0,5.051793005580737,7.232243646996139,8.702845743265696,9.609818888754097,8.401576378938232,11.388350188516466,9.556723935129746,8.647057947043606,9.80843378909061,6.686225585746797,7.706412151553076,6.57476944999555,9.988039304676605,8.095490210819358,8.101124628995134,9.598580949257174,8.551755566010158,5.0999235284556175,8.116028072417734,8.201175128195803,6.689048944515689,6.317837285252182,9.447900201089913,11.06981108990116,7.0403084326013134,5.6652714509809305,9.727463911505177,6.570145567505281,11.924458637915594,12.933469722915454,8.785291745912259,6.322435689653891,11.279761426523274
Acanthurus Acanthurus_xanthopterus,5.367753908094597,7.245610821978833,5.140916334405816,4.424127605236404,3.413645478582415,8.909587519409897,3.0700720895108775,4.976108567688838,9.630652016298091,5.68512047828728,4.510078010792256,8.124263226196675,5.678532390072622,8.452198984029575,4.703665654997298,7.8730231157871335,5.385544059930457,6.050043055465781,7.845170947740803,6.8526068566391745,6.946327117767307,7.6290168695996,6.815023441158672,8.732213152340071,7.299757163099454,5.75976084976628,8.463993392943072,5.7667659752390295,10.815208656379344,5.051793005580737,0.0,7.014802287000674,7.3647696810318095,9.294553976224353,7.813905094527975,10.195693524409988,8.542310001578326,8.297990737664673,7.969672858504681,6.099797790289234,6.645959442831181,5.4909230809796865,8.535858310538854,8.270236058473355,6.621861412163783,9.028302554486661,7.936844615522162,5.230600793430275,7.808476902477775,7.1703282520719585,6.726331406929813,6.905031891089386,7.791549576720231,10.418349204620165,6.449223010949601,5.599675177388919,8.131072384280015,4.8861856739287655,11.347606641993165,12.615594919950503,6.752310835544729,6.841861139075539,10.688760593298433
Ctenochaetus Ctenochaetus binotatus,7.623745067693998,6.989814964014537,5.220662975687654,6.504488029980848,5.817967816666315,8.339040382129465,5.948131080242579,5.83829989652979,8.316146646118247,6.187057578206722,5.2792459699674765,7.074047351421661,6.2571676858391525,9.395437441061567,5.725337979504934,6.190146203883195,4.581888338597989,7.066290504245283,6.477501848957878,7.688074324081317,8.059746194701807,6.661138511971196,6.36111251321046,9.896872151972977,8.44425398534523,3.8986254766867363,6.097498328205029,5.3335441691449,10.236633644924352,7.232243646996139,7.014802287000674,0.0,7.377715121090614,9.080616510490373,5.285782386580659,7.707896467033507,7.515699953651661,8.690691436152026,7.993459866164675,8.352522306995633,6.9261356163974135,6.074919916896819,8.468498716304447,6.977453055299718,6.918215947261344,7.432786856596635,9.398281567174783,6.804586527301329,6.009168874191777,6.968361186498313,6.316732828393979,9.032339334642053,7.448878296694603,10.889898522015176,6.554544259227085,6.444274241550679,7.7231120684623376,5.678615250357546,12.387077574711569,11.774311780393651,6.1710834981781675,5.788680573106032,9.979810400621108
Ctenochaetus Ctenochaetus cyanocheilus,8.907130078419083,6.452730478356218,6.6332911157670384,7.350867814412298,8.501697846751657,10.719554335150091,6.569542359373605,6.779828883195343,11.810247383998519,9.251520560100046,5.642858500909789,10.01423717346856,8.755000637642608,11.467602039704742,8.162792425030306,5.152568043517167,7.90881372163503,9.149871590634095,9.157142148993513,6.838742801101346,5.409556314803164,7.732546727765766,6.1410385957924145,10.138504760534534,10.713878646827295,7.665596211196766,8.260181221886574,5.817579716817282,12.916976370007411,8.702845743265696,7.3647696810318095,7.377715121090614,0.0,11.597171592590373,4.087094528298774,11.112862904495708,9.817296696487192,11.20428766525432,9.87158503431552,9.858959988607326,7.766116008050534,7.153056708419482,10.730604306587635,10.084366198296783,8.591458371515094,9.924905551645683,6.546407571954328,9.277128435221304,8.440183826131198,9.579570645095993,7.132788402881256,10.7524987196617,10.24712178266918,13.116724698377944,7.338348646845119,8.910093181103864,9.751289696542461,7.617693767035046,12.615207083487244,13.808874820047876,8.043040797800863,5.996113974519922,12.3733811767407
Ctenochaetus Ctenochaetus flavicauda,10.355087686220466,11.863069623098017,9.280187684828876,9.99270652737954,9.187643953964718,10.345561212470242,9.501991376146005,8.841389526574671,11.602934178492077,9.552125136017988,9.429316895660907,7.221364163293493,9.023942094032773,11.188722438429068,8.274695476660408,10.90381829037597,8.077417305097912,8.429601128835422,8.582348169094118,11.742439733099246,10.54876271886332,10.768725990806693,10.917738503475258,13.110154640664152,7.92009147553206,9.448619939282557,10.523010429809874,10.303600571502578,12.098167127645,9.609818888754097,9.294553976224353,9.080616510490373,11.597171592590373,0.0,10.720892483333026,11.87506190991087,9.738152064875557,4.3182946535351245,7.7900331803180975,10.641767349400917,10.546529150971766,10.002723187325648,9.960073054037098,11.730528403929544,10.04464657803817,9.959281202029285,12.825046581211764,7.901505373623672,10.771801845531236,10.97106986820977,11.108785777264924,10.679137140732285,10.187493655888506,12.780942916839601,10.547798762424504,10.72890530373376,10.588911415457913,8.88664396923475,14.173410978676364,11.616509969349798,8.236899955299128,10.961536007157783,11.44708292615149
Ctenochaetus Ctenochaetus hawaiiensis,8.437449186375233,5.642325288872135,5.861562708846963,6.408339334497529,7.976767388827367,10.230136021006633,6.902123121355874,6.585151758944268,9.821450395886961,8.300245387291344,5.619261534791414,9.211836307823964,7.736502353939423,10.321833492214607,7.6787836657016335,3.9596496361130225,6.1341277766286515,7.916834367155992,8.241590645643065,6.868141837678402,6.064317547057878,6.132963679582741,4.734112248483278,10.678046336831992,9.808393492131152,6.461327986417512,7.199846732292253,6.091430961312578,11.399399095345167,8.401576378938232,7.813905094527975,5.285782386580659,4.087094528298774,10.720892483333026,0.0,8.695190390749863,8.0259523554009,10.378264515637527,9.196659648386717,8.60367235476732,6.529316073250274,5.645976554974732,9.052198528316186,8.987864454107925,7.543170496931312,8.136135299908872,6.6368435367331,8.29918732781334,7.155907316980601,8.56638129662349,5.936519045405838,9.905460188608613,8.304221511905192,12.188346653809177,7.080851155616374,7.866826975639218,8.647907726421533,6.469586375307146,12.955234336542597,12.429611798151527,7.270969245994438,4.869863361793957,11.045442766422884
Ctenochaetus Ctenochaetus marginatus,10.672551303951918,10.404418682116921,7.91934427250189,9.198784989516154,10.042201724708082,8.872727608611592,9.316921075745254,9.910959697783646,6.427167558231303,10.583661191589567,9.843063103738443,11.266827008492033,9.871886601662053,8.209913290770075,8.558647964860713,9.108710680338763,7.919934185955901,9.23618439663057,10.591547394027108,11.26017359934764,11.700694978880529,6.438530432754643,10.024441707766341,11.35662704144779,11.062035140916995,9.588619319302278,8.843490601143499,9.534316496441669,9.417748689603776,11.388350188516466,10.195693524409988,7.707896467033507,11.112862904495708,11.87506190991087,8.695190390749863,0.0,8.972378167175505,11.638951159396418,9.069129526089519,9.060774596122059,8.311505325715867,7.561043173544357,7.4815990702141955,9.551315244127334,9.6573052235292,9.607964374921899,11.484580749452386,10.01349185252121,9.18446896793806,8.55198981725018,10.04787761466729,11.056380896159654,6.043385992487036,10.65248558272682,10.068316252106381,9.461970126432158,7.500889047194722,8.167155965825547,12.34046291038762,13.430554601701099,9.696301664899945,10.179111403387683,9.948574880441232
Ctenochaetus Ctenochaetus striatus,7.81236393126049,9.038813942939464,7.190951375134447,6.795790417290442,7.782120412149945,10.695829587738478,8.090206727934516,8.406194424086761,7.439610795518856,8.08146292730953,7.842310698904934,9.17914290378704,7.538417206313107,7.909158273928313,7.176205021586297,8.779179088148881,5.366710585166579,7.257691109937668,9.20729233728165,9.944377937465282,10.688998104888695,8.747596288313105,8.36868689874995,11.979425769094737,9.36046277089302,6.766355428542833,8.340303437825936,8.83821229382939,10.031455926379278,9.556723935129746,8.542310001578326,7.515699953651661,9.817296696487192,9.738152064875557,8.0259523554009,8.972378167175505,0.0,10.032166587266051,9.399851826029904,8.241517795106915,7.990334916036293,7.674703407026304,6.3176087485343215,10.553227356122655,7.1840617824522,6.406646211494678,10.844512352013238,7.982648467525155,9.133689891044341,9.089410153016663,8.565537267491406,8.45179915025047,6.3527449835320295,9.19744488074566,9.393472686065268,8.128596727896243,8.498521316438168,5.00370062586909,13.582249392015612,11.553604998991874,8.622469298151621,8.357689988693675,9.733461828006087
Ctenochaetus Ctenochaetus strigosus,9.33934443711777,10.1748467526286,8.606444176540979,8.727496310065767,8.039257918237158,9.997759356119904,8.506606421835118,8.199831873638576,11.336945565298594,7.883002116376739,8.692207977099127,6.275286012448887,7.090287405331003,10.47902978453388,7.791961083441333,10.644285389712733,7.691718029446844,6.947738086653046,7.658386014460408,10.419553978855763,9.793166608558522,10.38257237349822,9.740834945209073,12.183189286346408,4.664430530242723,8.691747178780279,10.586169946636433,9.546235401068438,11.1171903384444,8.647057947043606,8.297990737664673,8.690691436152026,11.20428766525432,4.3182946535351245,10.378264515637527,11.638951159396418,10.032166587266051,0.0,7.575509289162179,9.159926991113577,10.005402333993567,9.048203036832811,10.7030676505483,10.707122902850122,8.180385174320774,10.121333532215454,11.692340880940103,6.7677503568433295,10.020902767461287,10.051908838055171,9.481956805167117,9.17983411541931,9.97908707707454,12.293333327449284,9.058438512995645,8.95713789618144,10.454246860379376,8.178388268218166,13.678694633581582,10.049616132856876,7.093862696090597,9.548230425084064,11.436644964657734
Ctenochaetus Ctenochaetus truncatus,9.799378915416565,9.472653843194152,5.988719690045384,8.982363339677404,8.751316372142325,5.5386935391114,7.240968271821663,6.896606159978221,9.542028822282418,9.201935542038704,7.4553933050926675,8.584193567435877,8.023084644941314,9.618873103607404,7.02981546877811,10.164165373187652,7.735969104211466,8.15619827802782,8.448928766391013,10.153411496842915,10.140223128323255,9.397752416688592,9.638904345300698,10.627262663020412,8.370144544775194,8.703589507831978,10.634812635167055,7.847046084732612,10.471822142345417,9.80843378909061,7.969672858504681,7.993459866164675,9.87158503431552,7.7900331803180975,9.196659648386717,9.069129526089519,9.399851826029904,7.575509289162179,0.0,9.343337443340264,9.76430362044537,8.466082958813042,9.17527389609428,11.313283213471708,8.957300970887191,10.228846097015417,11.207503556157496,8.086195853466014,10.612349734220407,10.288246749115059,10.442650595438144,10.245712421389245,8.717274891363793,11.713987998036522,7.786951231845818,9.387918984188577,9.929881233307764,7.75887412956449,11.848272685862336,13.0674624020305,5.661007793030968,10.140858754531545,10.696339447003757
Naso Naso annulatus,6.225835163098023,7.243590448573021,7.420087689700741,4.630849153144952,6.179501914717492,10.80559816215532,7.123975399440031,8.0305922648287,8.397749974124332,6.776356759895103,7.265019301020203,10.426664515087133,5.816307392890807,8.7752356918781,7.800572476409939,8.556213359742884,6.119505047055634,6.762572663840955,9.041547780129294,7.60375167813642,8.727623200753087,7.479234251598846,7.054206952520874,11.07193492821657,7.411174962682698,8.037511702656321,8.948635182164024,9.148294209843955,10.846611892099995,6.686225585746797,6.099797790289234,8.352522306995633,9.858959988607326,10.641767349400917,8.60367235476732,9.060774596122059,8.241517795106915,9.159926991113577,9.343337443340264,0.0,5.2756249447489125,4.425894997109212,7.750510677966719,7.983392001255995,7.113733412282645,9.682570915171631,8.116047267385657,6.526988547550455,8.034178613048512,7.403034278359341,5.957080365574581,6.120269375363002,7.100408900961189,10.499767929143806,7.744864095936919,4.957347350601839,8.08781086999535,6.143020640162227,12.705710079745627,13.014123081890228,8.504541811696281,7.442258387007142,11.144846724845253
